age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
25,blue-collar,single,unknown,no,586,yes,no,cellular,20,apr,712,1,-1,0,unknown,no
61,management,married,tertiary,no,267,no,no,cellular,20,apr,190,1,-1,0,unknown,yes
34,admin.,single,secondary,no,663,yes,no,cellular,20,apr,111,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,-53,yes,no,cellular,20,apr,9,5,322,8,other,no
24,technician,single,secondary,no,393,yes,yes,cellular,20,apr,714,1,-1,0,unknown,no
49,services,married,secondary,no,1345,yes,no,cellular,20,apr,254,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,2299,yes,no,cellular,20,apr,450,1,271,1,failure,no
61,retired,married,secondary,no,243,no,no,cellular,20,apr,194,1,-1,0,unknown,yes
35,admin.,divorced,tertiary,no,262,yes,no,cellular,20,apr,690,2,335,4,other,no
33,blue-collar,single,secondary,no,15341,no,no,cellular,20,apr,335,1,334,3,failure,no
50,admin.,married,secondary,no,335,yes,no,cellular,20,apr,166,4,-1,0,unknown,no
45,management,married,tertiary,no,126,yes,no,cellular,20,apr,92,1,342,1,failure,no
39,services,married,secondary,no,18,yes,yes,cellular,20,apr,155,1,154,2,failure,no
35,blue-collar,married,primary,no,396,yes,no,cellular,20,apr,110,1,-1,0,unknown,no
32,management,single,tertiary,no,2974,yes,no,cellular,20,apr,169,1,-1,0,unknown,no
32,technician,single,secondary,no,1819,yes,no,cellular,20,apr,62,1,340,2,failure,no
59,management,divorced,tertiary,no,258,yes,no,cellular,20,apr,33,1,173,1,success,no
32,management,single,tertiary,no,4262,yes,no,cellular,20,apr,246,1,152,1,failure,no
59,housemaid,divorced,tertiary,no,0,no,no,cellular,20,apr,379,1,332,2,other,no
54,retired,married,secondary,no,303,yes,no,cellular,20,apr,240,1,349,2,failure,no
32,technician,single,tertiary,no,1454,yes,no,cellular,20,apr,190,1,335,1,other,no
40,admin.,single,secondary,no,2360,yes,no,cellular,20,apr,15,2,-1,0,unknown,no
57,retired,married,primary,no,2961,no,no,cellular,20,apr,128,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,0,yes,yes,cellular,20,apr,240,1,326,1,success,no
59,management,married,tertiary,no,0,yes,yes,cellular,20,apr,392,1,-1,0,unknown,yes
44,blue-collar,married,secondary,no,508,yes,no,cellular,20,apr,222,1,154,1,failure,no
37,blue-collar,married,primary,no,1941,yes,no,cellular,20,apr,151,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,701,yes,yes,cellular,20,apr,69,1,-1,0,unknown,no
41,technician,married,tertiary,no,585,yes,no,telephone,20,apr,60,1,-1,0,unknown,no
39,technician,married,tertiary,no,1524,no,no,cellular,20,apr,567,1,-1,0,unknown,yes
31,services,single,secondary,no,0,yes,no,cellular,20,apr,400,1,-1,0,unknown,no
34,admin.,married,secondary,no,1183,yes,no,cellular,20,apr,575,2,-1,0,unknown,no
35,services,single,secondary,no,-291,yes,no,cellular,20,apr,197,3,-1,0,unknown,no
39,services,married,secondary,no,3870,yes,no,cellular,20,apr,72,1,-1,0,unknown,no
46,blue-collar,married,primary,no,859,yes,no,cellular,20,apr,9,1,-1,0,unknown,no
36,services,married,secondary,no,878,yes,no,cellular,20,apr,108,1,-1,0,unknown,no
35,admin.,single,secondary,no,424,yes,no,cellular,20,apr,23,4,-1,0,unknown,no
42,blue-collar,married,secondary,no,2717,yes,yes,cellular,20,apr,181,2,270,2,failure,no
50,management,divorced,tertiary,no,516,yes,yes,cellular,20,apr,198,1,-1,0,unknown,no
33,services,married,secondary,no,2184,yes,no,cellular,20,apr,151,1,-1,0,unknown,no
46,self-employed,married,secondary,no,156,no,no,cellular,20,apr,268,1,-1,0,unknown,no
34,management,divorced,tertiary,no,471,no,no,cellular,20,apr,247,1,332,4,failure,no
44,blue-collar,married,primary,no,-337,yes,no,cellular,20,apr,326,3,-1,0,unknown,no
29,technician,single,tertiary,no,2269,yes,no,cellular,20,apr,53,1,346,1,failure,no
34,management,married,tertiary,no,606,no,no,cellular,20,apr,97,1,-1,0,unknown,yes
43,services,married,secondary,no,3689,yes,no,cellular,20,apr,165,1,321,1,failure,no
27,student,single,secondary,no,162,no,no,telephone,20,apr,116,1,-1,0,unknown,no
38,entrepreneur,married,secondary,no,0,yes,yes,cellular,20,apr,305,2,154,1,failure,no
38,technician,single,secondary,no,28,yes,yes,cellular,20,apr,131,3,-1,0,unknown,no
32,management,single,tertiary,no,1831,yes,no,cellular,20,apr,86,2,-1,0,unknown,no
30,technician,married,secondary,no,239,yes,no,cellular,20,apr,58,3,150,10,failure,no
32,technician,single,tertiary,no,1306,no,no,cellular,20,apr,517,1,-1,0,unknown,no
37,technician,married,secondary,no,264,yes,yes,cellular,20,apr,414,2,285,1,failure,no
44,blue-collar,married,primary,no,135,yes,no,cellular,20,apr,255,1,-1,0,unknown,no
46,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,239,2,259,2,failure,no
35,blue-collar,single,primary,no,1277,yes,no,cellular,20,apr,143,4,-1,0,unknown,no
33,technician,married,secondary,no,1968,yes,no,cellular,20,apr,1817,3,-1,0,unknown,yes
33,technician,married,secondary,no,4790,yes,no,cellular,20,apr,137,1,272,2,failure,no
53,management,married,secondary,no,90,yes,no,telephone,20,apr,67,5,-1,0,unknown,no
33,blue-collar,married,secondary,no,-267,yes,no,cellular,20,apr,1030,3,-1,0,unknown,yes
34,management,married,tertiary,no,1782,yes,no,cellular,20,apr,17,6,25,7,other,no
36,management,married,tertiary,no,340,yes,no,cellular,20,apr,68,2,-1,0,unknown,no
42,blue-collar,married,primary,no,636,yes,no,cellular,20,apr,91,2,-1,0,unknown,no
38,management,married,tertiary,no,76,yes,no,cellular,20,apr,167,2,287,3,failure,no
34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,10,3,-1,0,unknown,no
22,technician,single,secondary,no,890,yes,no,cellular,20,apr,294,2,-1,0,unknown,no
33,services,divorced,secondary,no,2358,yes,no,cellular,20,apr,529,3,-1,0,unknown,no
36,admin.,married,secondary,no,162,yes,yes,cellular,20,apr,340,2,-1,0,unknown,no
36,housemaid,divorced,secondary,no,-289,no,no,cellular,20,apr,400,2,-1,0,unknown,no
40,management,married,tertiary,no,384,no,no,cellular,20,apr,200,3,327,2,failure,no
29,management,single,tertiary,no,11968,yes,no,cellular,20,apr,241,2,-1,0,unknown,no
35,self-employed,married,secondary,no,2762,yes,no,cellular,20,apr,682,3,154,1,other,no
34,blue-collar,married,secondary,no,0,yes,no,cellular,20,apr,562,2,-1,0,unknown,no
34,management,divorced,tertiary,no,2279,yes,yes,cellular,20,apr,138,2,150,4,other,no
37,blue-collar,married,secondary,no,504,yes,no,cellular,20,apr,87,2,347,2,failure,no
46,admin.,single,secondary,no,596,yes,no,cellular,20,apr,138,3,-1,0,unknown,no
43,blue-collar,divorced,secondary,no,590,yes,yes,cellular,20,apr,306,2,-1,0,unknown,no
28,technician,married,secondary,no,7102,yes,no,cellular,20,apr,156,3,325,9,failure,no
35,technician,single,secondary,no,2496,yes,no,cellular,20,apr,9,2,-1,0,unknown,no
42,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,58,4,-1,0,unknown,no
39,student,single,tertiary,no,1107,yes,no,telephone,20,apr,407,4,-1,0,unknown,no
55,services,married,secondary,no,617,yes,no,cellular,20,apr,529,3,-1,0,unknown,no
37,technician,single,secondary,no,1012,yes,no,cellular,20,apr,218,4,-1,0,unknown,no
32,services,married,secondary,no,-632,yes,yes,cellular,20,apr,18,5,-1,0,unknown,no
51,blue-collar,married,primary,no,2832,yes,no,cellular,20,apr,122,4,238,12,other,no
46,entrepreneur,married,secondary,no,131,yes,no,cellular,20,apr,69,2,-1,0,unknown,no
46,technician,married,unknown,no,605,yes,no,cellular,20,apr,780,2,-1,0,unknown,no
44,services,married,secondary,no,634,yes,no,cellular,20,apr,226,2,-1,0,unknown,no
47,admin.,married,secondary,no,1265,yes,yes,cellular,20,apr,250,2,-1,0,unknown,no
33,admin.,divorced,tertiary,no,1586,no,no,cellular,20,apr,39,4,-1,0,unknown,no
50,blue-collar,married,primary,no,3924,yes,no,cellular,20,apr,122,2,-1,0,unknown,no
34,management,single,tertiary,no,151,yes,no,cellular,20,apr,7,4,-1,0,unknown,no
38,management,single,tertiary,no,8669,yes,no,telephone,20,apr,5,3,150,6,failure,no
24,student,single,secondary,no,597,yes,no,cellular,20,apr,943,3,-1,0,unknown,yes
74,retired,married,secondary,no,9480,no,no,cellular,21,apr,211,1,-1,0,unknown,yes
56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,243,1,-1,0,unknown,yes
37,management,married,tertiary,no,585,yes,no,cellular,21,apr,47,2,-1,0,unknown,no
29,management,married,tertiary,no,482,no,no,cellular,22,apr,79,1,-1,0,unknown,no
69,housemaid,married,primary,no,1080,no,no,cellular,22,apr,164,2,-1,0,unknown,no
39,services,married,secondary,no,1442,no,no,cellular,22,apr,70,3,-1,0,unknown,no
42,self-employed,married,tertiary,no,10072,no,no,cellular,22,apr,102,1,-1,0,unknown,no
53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,1,278,2,failure,yes
52,admin.,married,secondary,no,0,no,no,cellular,22,apr,91,2,275,1,failure,no
32,management,single,tertiary,no,2069,no,no,cellular,22,apr,545,1,-1,0,unknown,yes
62,unemployed,married,secondary,no,1625,no,no,telephone,23,apr,155,1,-1,0,unknown,no
19,student,single,secondary,no,96,no,no,cellular,23,apr,106,3,-1,0,unknown,no
28,blue-collar,single,tertiary,no,4099,no,no,cellular,23,apr,116,4,-1,0,unknown,yes
66,retired,married,primary,no,2883,no,no,cellular,23,apr,158,1,-1,0,unknown,yes
34,technician,single,tertiary,no,144,yes,yes,cellular,23,apr,115,16,-1,0,unknown,no
43,admin.,married,secondary,no,-169,yes,no,cellular,24,apr,219,1,-1,0,unknown,no
72,retired,married,primary,no,763,no,no,cellular,24,apr,384,2,-1,0,unknown,yes
32,management,single,tertiary,no,2974,yes,no,cellular,24,apr,227,1,4,1,failure,yes
71,technician,married,tertiary,no,383,no,no,cellular,27,apr,388,3,-1,0,unknown,yes
37,admin.,married,tertiary,no,3913,yes,no,cellular,27,apr,124,1,-1,0,unknown,yes
56,management,divorced,tertiary,no,3287,no,no,cellular,27,apr,497,1,-1,0,unknown,yes
26,admin.,single,tertiary,no,2170,yes,no,cellular,27,apr,398,1,-1,0,unknown,no
72,self-employed,married,tertiary,no,132,no,no,cellular,27,apr,444,1,-1,0,unknown,yes
55,services,married,secondary,no,1989,no,no,cellular,28,apr,139,2,-1,0,unknown,no
42,admin.,married,secondary,no,71,yes,yes,cellular,28,apr,165,3,-1,0,unknown,no
70,retired,divorced,primary,no,383,no,no,cellular,28,apr,50,2,-1,0,unknown,no
34,technician,married,tertiary,no,0,yes,yes,cellular,28,apr,101,2,-1,0,unknown,no
33,blue-collar,single,tertiary,no,3446,yes,no,cellular,28,apr,83,2,-1,0,unknown,no
45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,unknown,yes
29,management,married,tertiary,no,1441,yes,no,cellular,30,apr,185,1,85,2,success,no
38,services,married,secondary,no,1970,yes,no,cellular,30,apr,701,1,176,1,success,yes
28,technician,single,secondary,no,113,no,no,cellular,30,apr,108,1,-1,0,unknown,no
38,management,married,tertiary,no,0,yes,no,cellular,30,apr,571,1,-1,0,unknown,yes
58,retired,married,tertiary,no,1425,no,no,cellular,30,apr,224,1,-1,0,unknown,yes
31,technician,married,tertiary,no,3382,no,no,cellular,30,apr,739,1,-1,0,unknown,yes
59,retired,married,unknown,no,1116,no,no,cellular,30,apr,353,1,-1,0,unknown,no
33,management,married,tertiary,no,158,no,no,cellular,30,apr,169,2,83,2,success,no
49,technician,married,secondary,no,305,no,no,cellular,30,apr,401,1,-1,0,unknown,no
26,student,single,secondary,no,480,no,no,cellular,30,apr,104,1,-1,0,unknown,no
60,housemaid,married,primary,no,1163,no,no,cellular,30,apr,470,8,-1,0,unknown,yes
49,admin.,married,secondary,no,3608,yes,no,cellular,30,apr,252,1,168,1,success,yes
33,admin.,married,secondary,no,95,yes,no,cellular,30,apr,335,1,-1,0,unknown,yes
59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,1,87,1,other,yes
33,student,single,unknown,no,5969,no,no,cellular,30,apr,110,1,83,7,failure,no
36,management,married,tertiary,no,-547,yes,no,cellular,30,apr,267,1,259,2,failure,no
37,blue-collar,married,secondary,no,1330,no,no,cellular,30,apr,390,1,-1,0,unknown,yes
35,admin.,married,secondary,no,-312,no,no,cellular,30,apr,116,1,21,1,failure,no
29,admin.,single,secondary,no,3794,no,no,cellular,30,apr,249,1,-1,0,unknown,no
26,self-employed,single,tertiary,no,168,no,no,cellular,30,apr,394,1,-1,0,unknown,yes
34,admin.,single,secondary,no,-32,no,yes,cellular,30,apr,246,2,-1,0,unknown,yes
45,self-employed,married,secondary,no,706,no,no,cellular,30,apr,78,2,176,1,success,no
51,technician,married,tertiary,no,1347,yes,yes,cellular,30,apr,116,1,79,2,success,no
35,management,married,tertiary,no,193,yes,no,cellular,30,apr,565,1,13,1,failure,yes
31,blue-collar,single,secondary,no,199,no,no,telephone,30,apr,110,1,-1,0,unknown,no
58,management,married,tertiary,no,1907,no,no,cellular,30,apr,258,2,160,7,other,no
57,retired,married,tertiary,no,478,no,no,cellular,30,apr,70,1,84,1,failure,no
43,unemployed,divorced,secondary,no,1854,no,no,cellular,30,apr,323,1,-1,0,unknown,yes
31,admin.,single,secondary,no,190,no,no,cellular,30,apr,514,1,-1,0,unknown,yes
54,housemaid,married,secondary,yes,0,no,no,cellular,30,apr,103,3,-1,0,unknown,no
36,self-employed,single,tertiary,no,0,yes,no,cellular,30,apr,204,1,-1,0,unknown,no
55,unknown,married,tertiary,no,3567,no,no,cellular,30,apr,85,1,-1,0,unknown,no
53,admin.,divorced,secondary,no,0,yes,yes,cellular,30,apr,586,2,-1,0,unknown,no
45,technician,married,tertiary,no,31630,no,no,cellular,30,apr,209,1,-1,0,unknown,no
31,management,single,tertiary,no,2016,no,no,cellular,30,apr,209,1,-1,0,unknown,yes
24,admin.,single,secondary,no,1052,no,no,cellular,30,apr,354,1,-1,0,unknown,yes
56,management,divorced,unknown,no,2986,no,no,cellular,30,apr,124,1,-1,0,unknown,no
28,management,single,tertiary,no,1808,no,no,cellular,30,apr,309,1,-1,0,unknown,yes
28,blue-collar,married,secondary,no,4287,no,no,cellular,30,apr,171,1,-1,0,unknown,no
30,admin.,single,secondary,no,270,no,no,cellular,30,apr,437,1,80,1,success,yes
33,management,married,tertiary,no,2599,no,no,cellular,30,apr,1373,2,-1,0,unknown,yes
29,technician,married,secondary,no,132,yes,yes,cellular,30,apr,88,1,-1,0,unknown,no
52,self-employed,married,tertiary,no,6657,no,no,telephone,30,apr,917,1,-1,0,unknown,yes
41,unemployed,divorced,primary,no,487,no,no,cellular,30,apr,157,1,-1,0,unknown,no
30,management,single,tertiary,no,364,no,no,cellular,30,apr,306,2,-1,0,unknown,yes
56,management,married,tertiary,no,746,no,no,cellular,30,apr,193,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,442,yes,no,cellular,30,apr,69,1,164,2,other,no
34,admin.,single,tertiary,no,18,yes,yes,cellular,30,apr,359,1,-1,0,unknown,yes
31,self-employed,single,tertiary,no,1815,no,no,telephone,30,apr,107,1,80,1,success,no
56,retired,married,primary,no,1947,no,no,cellular,30,apr,441,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,2105,no,no,telephone,30,apr,93,2,-1,0,unknown,no
26,student,single,unknown,no,2503,no,no,cellular,30,apr,121,1,63,2,failure,no
30,technician,single,unknown,no,766,no,no,cellular,30,apr,296,1,-1,0,unknown,no
30,technician,married,secondary,no,776,no,no,cellular,30,apr,861,2,-1,0,unknown,yes
54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,240,1,162,2,failure,yes
35,management,married,tertiary,no,71,yes,no,cellular,30,apr,510,2,-1,0,unknown,no
30,management,single,tertiary,no,620,yes,no,cellular,30,apr,513,1,-1,0,unknown,no
25,admin.,single,secondary,no,2816,no,no,cellular,30,apr,327,1,-1,0,unknown,yes
47,blue-collar,married,secondary,no,2173,yes,no,cellular,30,apr,189,3,344,5,failure,no
34,management,married,tertiary,no,-308,yes,no,cellular,30,apr,140,2,-1,0,unknown,no
59,housemaid,married,primary,no,182,no,no,cellular,30,apr,92,1,86,1,failure,no
33,services,married,secondary,no,478,no,no,cellular,30,apr,475,2,-1,0,unknown,yes
30,technician,married,secondary,no,1660,yes,no,cellular,30,apr,236,1,-1,0,unknown,no
39,management,married,tertiary,no,0,no,no,cellular,30,apr,342,3,22,3,other,yes
35,admin.,married,tertiary,no,286,no,no,cellular,30,apr,949,2,-1,0,unknown,yes
41,management,married,tertiary,no,27696,no,no,cellular,30,apr,108,1,-1,0,unknown,no
31,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,1034,2,-1,0,unknown,yes
54,technician,married,secondary,no,0,no,no,telephone,30,apr,766,3,84,3,success,yes
33,technician,married,tertiary,no,0,no,no,cellular,30,apr,227,2,-1,0,unknown,yes
48,management,married,secondary,no,36686,no,no,cellular,30,apr,295,1,-1,0,unknown,no
28,services,single,primary,no,307,no,no,cellular,30,apr,132,1,-1,0,unknown,no
26,self-employed,single,tertiary,no,553,no,no,cellular,30,apr,347,3,-1,0,unknown,no
31,student,single,tertiary,no,0,no,no,cellular,4,may,47,2,-1,0,unknown,no
60,blue-collar,married,primary,no,1723,no,no,cellular,4,may,160,4,83,3,failure,no
40,technician,single,tertiary,no,1646,yes,no,cellular,4,may,392,2,91,3,success,yes
20,student,married,unknown,no,292,no,no,cellular,4,may,45,1,-1,0,unknown,no
47,technician,married,secondary,no,335,no,no,cellular,4,may,417,1,76,1,success,yes
34,management,single,tertiary,no,14,yes,no,telephone,4,may,47,1,-1,0,unknown,no
49,admin.,married,secondary,no,3620,no,no,cellular,4,may,346,2,-1,0,unknown,no
32,student,single,tertiary,no,214,no,no,cellular,4,may,117,1,-1,0,unknown,no
28,management,single,tertiary,no,672,no,no,cellular,4,may,174,1,-1,0,unknown,no
32,student,single,tertiary,no,1138,no,no,cellular,4,may,214,3,83,3,success,yes
49,blue-collar,married,primary,no,1133,yes,no,cellular,4,may,291,3,-1,0,unknown,no
34,management,single,tertiary,no,2187,yes,no,cellular,4,may,26,5,-1,0,unknown,no
42,management,single,tertiary,no,10907,no,no,cellular,4,may,74,3,-1,0,unknown,no
26,management,single,tertiary,no,4683,yes,no,cellular,4,may,334,2,180,1,failure,no
36,management,single,tertiary,no,1876,no,no,cellular,4,may,150,1,-1,0,unknown,no
25,student,single,secondary,no,41,yes,no,telephone,4,may,101,2,-1,0,unknown,no
26,self-employed,single,tertiary,no,1153,no,no,cellular,4,may,238,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,218,yes,no,cellular,4,may,619,6,-1,0,unknown,yes
19,student,single,unknown,no,5368,no,no,cellular,4,may,77,6,-1,0,unknown,no
33,admin.,divorced,secondary,no,661,yes,no,cellular,4,may,90,4,167,3,failure,no
32,management,married,tertiary,no,2458,yes,no,cellular,4,may,77,2,-1,0,unknown,no
35,management,married,tertiary,no,93,no,no,cellular,4,may,198,2,88,1,other,no
49,unemployed,married,secondary,no,207,no,no,telephone,4,may,181,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,369,yes,no,cellular,4,may,174,5,346,3,failure,no
54,management,married,tertiary,no,1168,no,no,telephone,4,may,150,5,-1,0,unknown,no
25,unemployed,married,secondary,no,715,no,no,cellular,4,may,254,4,-1,0,unknown,no
32,management,single,tertiary,no,202,no,no,cellular,4,may,16,5,-1,0,unknown,no
31,admin.,single,secondary,no,690,no,no,cellular,4,may,10,4,87,12,failure,no
26,admin.,single,unknown,no,677,no,no,cellular,4,may,399,1,-1,0,unknown,no
41,technician,divorced,secondary,no,4047,yes,no,cellular,4,may,14,5,75,1,success,no
47,blue-collar,married,secondary,no,668,yes,no,cellular,4,may,230,6,354,2,success,no
23,student,single,secondary,no,0,no,no,telephone,4,may,526,1,-1,0,unknown,no
32,management,single,secondary,no,388,no,no,telephone,4,may,846,2,-1,0,unknown,no
29,management,single,secondary,no,3317,no,yes,telephone,4,may,640,7,-1,0,unknown,yes
32,management,single,tertiary,no,2613,no,no,cellular,4,may,520,2,-1,0,unknown,no
20,student,single,secondary,no,130,no,no,telephone,4,may,75,3,-1,0,unknown,no
46,management,married,unknown,no,3082,no,no,telephone,4,may,157,3,-1,0,unknown,no
50,blue-collar,married,primary,no,5872,yes,no,cellular,5,may,762,3,-1,0,unknown,yes
27,blue-collar,single,secondary,no,-289,yes,yes,cellular,5,may,94,5,-1,0,unknown,no
29,blue-collar,married,primary,no,6,yes,no,cellular,5,may,39,5,349,2,other,no
33,blue-collar,married,secondary,no,931,yes,no,cellular,5,may,272,2,336,1,failure,no
46,blue-collar,married,secondary,no,524,yes,no,telephone,5,may,15,7,-1,0,unknown,no
47,management,single,secondary,no,-246,yes,no,cellular,5,may,145,1,365,2,failure,no
34,entrepreneur,married,secondary,no,2,yes,yes,cellular,5,may,184,1,167,6,failure,no
45,management,married,primary,no,4758,yes,no,cellular,5,may,632,5,287,6,success,no
35,technician,single,tertiary,no,174,yes,no,cellular,5,may,105,1,-1,0,unknown,no
24,technician,married,secondary,no,330,yes,yes,cellular,5,may,326,1,-1,0,unknown,no
51,blue-collar,divorced,secondary,no,734,yes,yes,cellular,5,may,17,1,-1,0,unknown,no
24,admin.,single,secondary,no,-386,yes,no,cellular,5,may,180,1,-1,0,unknown,no
53,technician,married,tertiary,no,431,yes,no,cellular,5,may,55,1,328,1,failure,no
35,technician,single,unknown,no,726,yes,no,cellular,5,may,163,1,-1,0,unknown,no
35,management,single,tertiary,no,1,yes,no,cellular,5,may,80,1,285,1,failure,no
37,blue-collar,married,secondary,no,288,yes,no,cellular,5,may,159,6,-1,0,unknown,no
35,admin.,married,secondary,no,3854,yes,no,cellular,5,may,131,1,-1,0,unknown,no
48,blue-collar,single,secondary,no,0,yes,no,cellular,5,may,95,1,-1,0,unknown,no
32,technician,married,tertiary,no,52,yes,yes,cellular,5,may,188,1,-1,0,unknown,no
35,admin.,married,secondary,no,561,yes,no,cellular,5,may,168,2,-1,0,unknown,no
27,management,single,secondary,no,0,yes,no,cellular,5,may,239,1,-1,0,unknown,no
30,admin.,married,secondary,no,182,yes,yes,cellular,5,may,143,1,364,1,failure,no
41,entrepreneur,married,tertiary,no,121,yes,no,cellular,5,may,456,1,287,1,failure,no
38,technician,married,secondary,no,54,yes,yes,cellular,5,may,236,1,287,2,failure,no
23,unemployed,single,secondary,no,-503,yes,no,cellular,5,may,92,1,342,4,other,no
31,services,single,secondary,no,187,yes,no,cellular,5,may,241,1,347,1,failure,no
40,technician,single,tertiary,no,47,yes,no,cellular,5,may,159,1,365,1,failure,no
28,self-employed,married,tertiary,no,112,yes,yes,cellular,5,may,145,1,-1,0,unknown,no
30,blue-collar,single,primary,no,253,yes,no,cellular,5,may,259,1,-1,0,unknown,yes
31,management,single,tertiary,no,130,yes,no,cellular,5,may,155,1,-1,0,unknown,no
51,entrepreneur,married,tertiary,no,3921,yes,no,cellular,5,may,168,1,-1,0,unknown,no
33,admin.,married,secondary,no,258,yes,no,cellular,5,may,37,1,-1,0,unknown,no
32,technician,divorced,tertiary,no,75,no,no,cellular,5,may,104,3,256,9,failure,no
35,management,married,tertiary,no,1432,yes,no,cellular,5,may,54,3,-1,0,unknown,no
33,blue-collar,married,primary,no,415,yes,no,cellular,5,may,316,1,337,4,success,no
32,admin.,divorced,secondary,no,-273,yes,no,cellular,5,may,64,1,-1,0,unknown,no
41,admin.,divorced,tertiary,no,-298,yes,no,cellular,5,may,397,1,-1,0,unknown,no
41,management,married,tertiary,no,326,yes,no,cellular,5,may,788,1,-1,0,unknown,yes
45,admin.,married,secondary,no,251,yes,no,cellular,5,may,304,2,259,2,failure,no
30,management,married,tertiary,no,6432,yes,no,cellular,5,may,334,6,165,5,failure,no
31,admin.,married,secondary,no,368,yes,no,cellular,5,may,414,5,361,3,other,no
59,blue-collar,married,secondary,no,5314,yes,no,cellular,5,may,200,3,-1,0,unknown,no
34,blue-collar,married,primary,no,6352,yes,no,cellular,5,may,338,4,288,2,other,no
30,services,married,tertiary,no,6,yes,no,cellular,5,may,279,2,342,2,failure,no
31,technician,divorced,secondary,no,345,yes,no,cellular,5,may,318,3,-1,0,unknown,no
35,housemaid,married,secondary,no,738,yes,no,cellular,5,may,81,9,-1,0,unknown,no
19,student,single,secondary,no,291,no,no,telephone,5,may,291,5,-1,0,unknown,no
37,management,married,tertiary,no,8564,yes,no,cellular,5,may,211,2,347,1,failure,no
24,admin.,single,tertiary,no,805,yes,no,cellular,5,may,169,2,-1,0,unknown,no
40,management,single,secondary,no,906,yes,no,cellular,5,may,67,4,-1,0,unknown,no
43,blue-collar,married,primary,no,-111,yes,no,cellular,5,may,75,7,-1,0,unknown,no
43,technician,divorced,secondary,no,305,yes,no,cellular,5,may,674,2,250,4,failure,no
32,blue-collar,married,secondary,no,34,yes,no,cellular,5,may,321,2,-1,0,unknown,no
30,management,single,tertiary,no,61,yes,no,telephone,5,may,36,7,165,5,other,no
27,admin.,single,tertiary,no,1993,yes,no,cellular,5,may,102,5,-1,0,unknown,no
31,admin.,single,secondary,no,140,yes,yes,cellular,5,may,111,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,8545,yes,yes,cellular,6,may,199,7,167,1,failure,no
40,blue-collar,married,primary,no,-234,yes,no,cellular,6,may,275,1,-1,0,unknown,no
58,management,married,tertiary,no,0,yes,yes,cellular,6,may,293,1,351,2,failure,no
24,blue-collar,single,secondary,no,1857,yes,no,cellular,6,may,473,4,-1,0,unknown,no
31,services,married,secondary,no,1783,yes,yes,cellular,6,may,219,1,-1,0,unknown,no
57,retired,married,primary,no,0,yes,no,cellular,6,may,62,2,273,2,failure,no
27,management,single,tertiary,no,2559,yes,no,cellular,6,may,227,1,-1,0,unknown,no
56,management,married,tertiary,no,563,yes,no,cellular,6,may,100,2,168,1,failure,no
37,technician,divorced,secondary,no,141,yes,no,cellular,6,may,848,1,364,3,failure,yes
46,management,married,tertiary,no,16,yes,no,cellular,6,may,304,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,388,yes,yes,cellular,6,may,644,1,355,2,failure,no
40,management,divorced,tertiary,no,69,yes,no,cellular,6,may,503,2,280,2,failure,no
33,admin.,married,tertiary,no,281,yes,no,cellular,6,may,257,1,365,1,failure,no
27,entrepreneur,married,unknown,no,345,yes,yes,cellular,6,may,465,1,289,4,failure,no
24,blue-collar,single,secondary,no,27,yes,no,cellular,6,may,404,1,338,2,failure,no
52,services,divorced,secondary,no,238,yes,no,cellular,6,may,101,1,362,5,other,no
28,services,single,secondary,no,123,yes,no,cellular,6,may,115,1,359,3,failure,no
32,blue-collar,single,primary,no,181,yes,no,cellular,6,may,90,1,-1,0,unknown,no
45,unemployed,married,secondary,no,56,yes,no,cellular,6,may,195,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,380,yes,yes,cellular,6,may,42,1,302,1,failure,no
49,blue-collar,divorced,primary,no,0,yes,no,cellular,6,may,305,1,281,2,failure,no
34,technician,divorced,secondary,no,8,yes,no,cellular,6,may,569,2,-1,0,unknown,no
37,admin.,divorced,secondary,no,315,yes,no,cellular,6,may,234,1,-1,0,unknown,no
44,blue-collar,married,primary,no,513,yes,no,cellular,6,may,338,4,-1,0,unknown,no
34,blue-collar,married,primary,no,17946,yes,no,cellular,6,may,258,9,-1,0,unknown,no
46,services,divorced,secondary,no,281,yes,yes,cellular,6,may,267,1,-1,0,unknown,no
